arm,descriptor,group,r2,alpha
CLIMB random,VSA_EState3,EState,0.27972149828736637,1000.0
CLIMB random,VSA_EState4,EState,0.27909260826367566,1000.0
CLIMB random,VSA_EState5,EState,0.24260583399603508,1000.0
CLIMB random,VSA_EState6,EState,0.6985630481714757,1000.0
CLIMB random,VSA_EState7,EState,0.2907321858829325,1000.0
CLIMB random,VSA_EState8,EState,0.4535753560528495,1000.0
CLIMB random,VSA_EState9,EState,0.31477362517066576,1000.0
CLIMB random,FractionCSP3,Simple counts / bulk,0.871479684212617,1000.0
CLIMB random,HeavyAtomCount,Simple counts / bulk,0.4053693423117033,1000.0
CLIMB random,NHOHCount,Simple counts / bulk,0.30821670507707666,1000.0
CLIMB random,NOCount,Simple counts / bulk,0.393750121155481,1000.0
CLIMB random,NumAliphaticCarbocycles,Simple counts / bulk,0.40371972537586664,1000.0
CLIMB random,NumAliphaticHeterocycles,Simple counts / bulk,0.3777759909560682,1000.0
CLIMB random,NumAliphaticRings,Simple counts / bulk,0.5903468164418306,1000.0
CLIMB random,NumAmideBonds,Simple counts / bulk,0.27289820867090664,1000.0
CLIMB random,NumAromaticCarbocycles,Simple counts / bulk,0.6914257522694194,1000.0
CLIMB random,NumAromaticHeterocycles,Simple counts / bulk,0.6610817096852819,1000.0
CLIMB random,NumAromaticRings,Simple counts / bulk,0.7371059078332113,1000.0
CLIMB random,NumAtomStereoCenters,Simple counts / bulk,0.3756739787247295,1000.0
CLIMB random,NumBridgeheadAtoms,Simple counts / bulk,0.1062949941768434,1000.0
CLIMB random,NumHAcceptors,Simple counts / bulk,0.39448800470020395,1000.0
CLIMB random,NumHDonors,Simple counts / bulk,0.306301555600785,1000.0
CLIMB random,NumHeteroatoms,Simple counts / bulk,0.41213250401850865,1000.0
CLIMB random,NumHeterocycles,Simple counts / bulk,0.4310182333164191,1000.0
CLIMB random,NumRotatableBonds,Simple counts / bulk,0.3181557643870565,1000.0
CLIMB random,NumSaturatedCarbocycles,Simple counts / bulk,0.35942531149066426,1000.0
CLIMB random,NumSaturatedHeterocycles,Simple counts / bulk,0.30107396316481594,1000.0
CLIMB random,NumSaturatedRings,Simple counts / bulk,0.496151115893557,1000.0
CLIMB random,NumSpiroAtoms,Simple counts / bulk,0.06215059514822885,1000.0
CLIMB random,NumUnspecifiedAtomStereoCenters,Simple counts / bulk,0.4397907095946384,1000.0
CLIMB random,Phi,Information (Ipc/SPS),0.3406160797412767,1000.0
CLIMB random,RingCount,Simple counts / bulk,0.6397294748864655,1000.0
CLIMB random,MolLogP,Simple counts / bulk,0.48916142161758636,1000.0
CLIMB random,MolMR,Simple counts / bulk,0.41791582185187726,1000.0
CLIMB random,fr_Al_COO,Fragment counts (fr_),0.1542757683128413,1000.0
CLIMB random,fr_Al_OH,Fragment counts (fr_),0.25211601422644425,1000.0
CLIMB random,fr_Al_OH_noTert,Fragment counts (fr_),0.23487192614752372,1000.0
CLIMB random,fr_ArN,Fragment counts (fr_),0.16237632501100752,1000.0
CLIMB random,fr_Ar_COO,Fragment counts (fr_),0.03378833722247376,1000.0
CLIMB random,fr_Ar_N,Fragment counts (fr_),0.8005807044897358,1000.0
CLIMB random,fr_Ar_NH,Fragment counts (fr_),0.6526255957420182,1000.0
CLIMB random,fr_Ar_OH,Fragment counts (fr_),0.16257504237632114,1000.0
CLIMB random,fr_COO,Fragment counts (fr_),0.17010737018612565,1000.0
CLIMB random,fr_COO2,Fragment counts (fr_),0.18090667160697538,1000.0
CLIMB random,fr_C_O,Fragment counts (fr_),0.4093121060595032,1000.0
CLIMB random,fr_C_O_noCOO,Fragment counts (fr_),0.3573049336700369,1000.0
CLIMB random,fr_C_S,Fragment counts (fr_),0.3022290833581074,1000.0
CLIMB random,fr_HOCCN,Fragment counts (fr_),-0.027753153023805543,1000.0
CLIMB random,fr_Imine,Fragment counts (fr_),0.11421204764809234,1000.0
CLIMB random,fr_NH0,Fragment counts (fr_),0.5597014217535636,1000.0
CLIMB random,fr_NH1,Fragment counts (fr_),0.3362858947911084,1000.0
CLIMB random,fr_NH2,Fragment counts (fr_),0.22143096367557302,1000.0
CLIMB random,fr_N_O,Fragment counts (fr_),0.09323279554685338,1000.0
CLIMB random,fr_Ndealkylation1,Fragment counts (fr_),0.09044343534339494,1000.0
CLIMB random,fr_Ndealkylation2,Fragment counts (fr_),0.05188060754583079,1000.0
CLIMB random,fr_Nhpyrrole,Fragment counts (fr_),0.6526255957420182,1000.0
CLIMB random,fr_SH,Fragment counts (fr_),0.0013959898362589929,1000.0
CLIMB random,fr_aldehyde,Fragment counts (fr_),0.13875743538096807,1000.0
CLIMB random,fr_alkyl_carbamate,Fragment counts (fr_),0.03131863171621585,1000.0
CLIMB random,fr_alkyl_halide,Fragment counts (fr_),0.6917195660636406,1000.0
CLIMB random,fr_allylic_oxid,Fragment counts (fr_),0.2114401405729348,1000.0
CLIMB random,fr_amide,Fragment counts (fr_),0.27289820867090664,1000.0
CLIMB random,fr_amidine,Fragment counts (fr_),0.10561882909182874,1000.0
CLIMB random,fr_aniline,Fragment counts (fr_),0.24096768789928946,1000.0
CLIMB random,fr_aryl_methyl,Fragment counts (fr_),0.13372629831363902,1000.0
CLIMB random,fr_azide,Fragment counts (fr_),0.17202787330248626,1000.0
CLIMB random,fr_azo,Fragment counts (fr_),0.04097848483958044,1000.0
CLIMB random,fr_barbitur,Fragment counts (fr_),0.012707900908823344,1000.0
CLIMB random,fr_benzene,Fragment counts (fr_),0.6908038137132024,1000.0
CLIMB random,fr_benzodiazepine,Fragment counts (fr_),0.011372567333868266,1000.0
CLIMB random,fr_bicyclic,Fragment counts (fr_),0.3718231850328185,1000.0
CLIMB random,fr_dihydropyridine,Fragment counts (fr_),0.012837471497428421,1000.0
CLIMB random,fr_epoxide,Fragment counts (fr_),0.09186141379340351,1000.0
CLIMB random,fr_ester,Fragment counts (fr_),0.2468608815240929,1000.0
CLIMB random,fr_ether,Fragment counts (fr_),0.4719028477497047,1000.0
CLIMB random,fr_furan,Fragment counts (fr_),0.285281823985879,1000.0
CLIMB random,fr_guanido,Fragment counts (fr_),0.0377713977340709,1000.0
CLIMB random,fr_halogen,Fragment counts (fr_),0.7617836593841092,1000.0
CLIMB random,fr_hdrzine,Fragment counts (fr_),0.2126314205015476,1000.0
CLIMB random,fr_hdrzone,Fragment counts (fr_),0.17175746170286033,1000.0
CLIMB random,fr_imidazole,Fragment counts (fr_),0.16419405594761083,1000.0
CLIMB random,fr_imide,Fragment counts (fr_),0.07607778589180048,1000.0
CLIMB random,fr_isocyan,Fragment counts (fr_),,1000.0
CLIMB random,fr_isothiocyan,Fragment counts (fr_),,1000.0
CLIMB random,fr_ketone,Fragment counts (fr_),0.1263927328140544,1000.0
CLIMB random,fr_ketone_Topliss,Fragment counts (fr_),0.11618651730798557,1000.0
CLIMB random,fr_lactam,Fragment counts (fr_),0.025733788068117658,1000.0
CLIMB random,fr_lactone,Fragment counts (fr_),0.0326757001872483,1000.0
CLIMB random,fr_methoxy,Fragment counts (fr_),0.31179976891593575,1000.0
CLIMB random,fr_morpholine,Fragment counts (fr_),0.18554179874802657,1000.0
CLIMB random,fr_nitrile,Fragment counts (fr_),0.2688003000638304,1000.0
CLIMB random,fr_nitro,Fragment counts (fr_),0.783433308030765,1000.0
CLIMB random,fr_nitro_arom,Fragment counts (fr_),0.5337976472808428,1000.0
CLIMB random,fr_nitro_arom_nonortho,Fragment counts (fr_),0.42557442370050147,1000.0
CLIMB random,fr_nitroso,Fragment counts (fr_),0.008623315771516205,1000.0
CLIMB random,fr_oxazole,Fragment counts (fr_),0.040779994358371985,1000.0
CLIMB random,fr_oxime,Fragment counts (fr_),0.2617328521327208,1000.0
CLIMB random,fr_para_hydroxylation,Fragment counts (fr_),0.1946440762052961,1000.0
CLIMB random,fr_phenol,Fragment counts (fr_),0.14007655004733166,1000.0
CLIMB random,fr_phenol_noOrthoHbond,Fragment counts (fr_),0.12839684101783844,1000.0
CLIMB random,fr_phos_acid,Fragment counts (fr_),0.10596037080178933,1000.0
CLIMB random,fr_phos_ester,Fragment counts (fr_),0.1262851888722345,1000.0
CLIMB random,fr_piperdine,Fragment counts (fr_),0.05595158634061792,1000.0
CLIMB random,fr_piperzine,Fragment counts (fr_),0.05059738549011483,1000.0
CLIMB random,fr_priamide,Fragment counts (fr_),0.10597027585538876,1000.0
CLIMB random,fr_pyridine,Fragment counts (fr_),0.12915251265525463,1000.0
CLIMB random,fr_quatN,Fragment counts (fr_),0.36663576370348727,1000.0
CLIMB random,fr_sulfide,Fragment counts (fr_),0.3274311753049003,1000.0
CLIMB random,fr_sulfonamd,Fragment counts (fr_),0.25184869397893817,1000.0
CLIMB random,fr_sulfone,Fragment counts (fr_),0.09818566552377517,1000.0
CLIMB random,fr_term_acetylene,Fragment counts (fr_),0.34910695423739757,1000.0
CLIMB random,fr_tetrazole,Fragment counts (fr_),0.011119839487680139,1000.0
CLIMB random,fr_thiazole,Fragment counts (fr_),0.15663688287924493,1000.0
CLIMB random,fr_thiocyan,Fragment counts (fr_),0.010536260138756415,1000.0
CLIMB random,fr_thiophene,Fragment counts (fr_),0.3387618710081032,1000.0
CLIMB random,fr_unbrch_alkane,Fragment counts (fr_),0.26149382626482887,1000.0
CLIMB random,fr_urea,Fragment counts (fr_),0.048753094338357394,1000.0
