task,seed,metric,value
polaris/pkis2-ret-wt-cls-v2,42,accuracy,0.8773584905660378
polaris/pkis2-ret-wt-cls-v2,117,roc_auc,0.8836748182419035
polaris/pkis2-ret-wt-cls-v2,117,cohen_kappa,0.4483954900260191
polaris/pkis2-ret-wt-cls-v2,117,f1,0.5
polaris/pkis2-ret-wt-cls-v2,117,mcc,0.5048989433143583
polaris/pkis2-ret-wt-cls-v2,117,pr_auc,0.6635126973228821
polaris/pkis2-ret-wt-cls-v2,117,accuracy,0.8867924528301887
polaris/pkis2-ret-wt-cls-v2,709,roc_auc,0.8618638466622603
polaris/pkis2-ret-wt-cls-v2,709,cohen_kappa,0.3564614050303556
polaris/pkis2-ret-wt-cls-v2,709,f1,0.4166666666666667
polaris/pkis2-ret-wt-cls-v2,709,mcc,0.4013800110294028
polaris/pkis2-ret-wt-cls-v2,709,pr_auc,0.6323989133988526
polaris/pkis2-ret-wt-cls-v2,709,accuracy,0.8679245283018868
polaris/pkis2-ret-wt-reg-v2,42,mean_absolute_error,19.567021400242325
polaris/pkis2-ret-wt-reg-v2,42,mean_squared_error,761.0901927144578
polaris/pkis2-ret-wt-reg-v2,42,r2,0.35903071107101514
polaris/pkis2-ret-wt-reg-v2,42,pearsonr,0.6271631159893938
polaris/pkis2-ret-wt-reg-v2,42,explained_var,0.3931169986573926
polaris/pkis2-ret-wt-reg-v2,42,spearmanr,0.6287414195384784
polaris/pkis2-ret-wt-reg-v2,117,mean_absolute_error,19.28777536458516
polaris/pkis2-ret-wt-reg-v2,117,mean_squared_error,714.1187793174466
polaris/pkis2-ret-wt-reg-v2,117,r2,0.3985887473369838
polaris/pkis2-ret-wt-reg-v2,117,pearsonr,0.662965801148926
polaris/pkis2-ret-wt-reg-v2,117,explained_var,0.43872074998245414
polaris/pkis2-ret-wt-reg-v2,117,spearmanr,0.6434832813684425
polaris/pkis2-ret-wt-reg-v2,709,mean_absolute_error,19.537857105176176
polaris/pkis2-ret-wt-reg-v2,709,mean_squared_error,701.1836744941354
polaris/pkis2-ret-wt-reg-v2,709,r2,0.4094823378998177
polaris/pkis2-ret-wt-reg-v2,709,pearsonr,0.6572538652673666
polaris/pkis2-ret-wt-reg-v2,709,explained_var,0.43069955057616494
polaris/pkis2-ret-wt-reg-v2,709,spearmanr,0.6317130791862081
tdcommons/ames,42,roc_auc,0.8145215296951184
tdcommons/ames,117,roc_auc,0.8089467191446866
tdcommons/ames,709,roc_auc,0.810893105406411
tdcommons/bbb-martins,42,roc_auc,0.8608896185115698
tdcommons/bbb-martins,117,roc_auc,0.8454111944965603
tdcommons/bbb-martins,709,roc_auc,0.861515009380863
tdcommons/bioavailability-ma,42,roc_auc,0.6830728300631859
