task,seed,metric,value
polaris/pkis2-ret-wt-reg-v2,117,pearsonr,0.5752304560235426
polaris/pkis2-ret-wt-reg-v2,117,mean_squared_error,818.8007372898169
polaris/pkis2-ret-wt-reg-v2,117,spearmanr,0.5050201416324028
polaris/pkis2-ret-wt-reg-v2,117,r2,0.3104284730258188
polaris/pkis2-ret-wt-reg-v2,117,explained_var,0.32048284856324327
polaris/pkis2-ret-wt-reg-v2,709,mean_absolute_error,22.25228957285038
polaris/pkis2-ret-wt-reg-v2,709,pearsonr,0.5549073358713117
polaris/pkis2-ret-wt-reg-v2,709,mean_squared_error,857.0486821822839
polaris/pkis2-ret-wt-reg-v2,709,spearmanr,0.510087656636453
polaris/pkis2-ret-wt-reg-v2,709,r2,0.2782171027107143
polaris/pkis2-ret-wt-reg-v2,709,explained_var,0.28279960029215934
tdcommons/ames,42,roc_auc,0.8425865006168125
tdcommons/ames,117,roc_auc,0.8383647614012416
tdcommons/ames,709,roc_auc,0.8424141847304627
tdcommons/bbb-martins,42,roc_auc,0.8969277673545966
tdcommons/bbb-martins,117,roc_auc,0.896380550343965
tdcommons/bbb-martins,709,roc_auc,0.8921200750469043
tdcommons/bioavailability-ma,42,roc_auc,0.709344861988693
tdcommons/bioavailability-ma,117,roc_auc,0.7130029930162953
tdcommons/bioavailability-ma,709,roc_auc,0.7306285334220153
tdcommons/caco2-wang,42,mean_absolute_error,0.5453648126720061
tdcommons/caco2-wang,117,mean_absolute_error,0.5637287438078111
tdcommons/caco2-wang,709,mean_absolute_error,0.5203324357155291
tdcommons/clearance-hepatocyte-az,42,spearmanr,0.375255798493687
tdcommons/clearance-hepatocyte-az,117,spearmanr,0.348601711625058
tdcommons/clearance-hepatocyte-az,709,spearmanr,0.36054493390846
tdcommons/clearance-microsome-az,42,spearmanr,0.5955830080999134
tdcommons/clearance-microsome-az,117,spearmanr,0.5816308064973851
tdcommons/clearance-microsome-az,709,spearmanr,0.5798603697524596
tdcommons/cyp2c9-substrate-carbonmangels,42,pr_auc,0.43069212297516635
tdcommons/cyp2c9-substrate-carbonmangels,117,pr_auc,0.38969765016831115
tdcommons/cyp2c9-substrate-carbonmangels,709,pr_auc,0.3914810528974902
tdcommons/cyp2d6-substrate-carbonmangels,42,pr_auc,0.6557314160098034
tdcommons/cyp2d6-substrate-carbonmangels,117,pr_auc,0.6380685002932092
tdcommons/cyp2d6-substrate-carbonmangels,709,pr_auc,0.6175909082249511
tdcommons/cyp3a4-substrate-carbonmangels,42,roc_auc,0.6311030741410488
tdcommons/cyp3a4-substrate-carbonmangels,117,roc_auc,0.6256781193490054
tdcommons/cyp3a4-substrate-carbonmangels,709,roc_auc,0.6103074141048825
tdcommons/dili,42,roc_auc,0.7978260869565217
tdcommons/dili,117,roc_auc,0.7821739130434783
tdcommons/dili,709,roc_auc,0.7817391304347826
tdcommons/half-life-obach,42,spearmanr,0.23130057393388168
tdcommons/half-life-obach,117,spearmanr,0.34001475837028705
tdcommons/half-life-obach,709,spearmanr,0.21433684888777205
tdcommons/herg,42,roc_auc,0.7826215022091311
tdcommons/herg,117,roc_auc,0.8471281296023564
tdcommons/herg,709,roc_auc,0.8418262150220913
tdcommons/ld50-zhu,42,mean_absolute_error,0.6094996900160806
tdcommons/ld50-zhu,117,mean_absolute_error,0.6074321575484897
tdcommons/ld50-zhu,709,mean_absolute_error,0.6059473585928106
tdcommons/lipophilicity-astrazeneca,42,mean_absolute_error,0.5604335699828228
tdcommons/lipophilicity-astrazeneca,117,mean_absolute_error,0.5448558289748581
tdcommons/lipophilicity-astrazeneca,709,mean_absolute_error,0.5524098851818859
tdcommons/pgp-broccatelli,42,roc_auc,0.9077579312183418
tdcommons/pgp-broccatelli,117,roc_auc,0.9076246334310851
tdcommons/pgp-broccatelli,709,roc_auc,0.9003599040255932
tdcommons/ppbr-az,42,mean_absolute_error,9.36211349114644
tdcommons/ppbr-az,117,mean_absolute_error,9.390783855408635
tdcommons/ppbr-az,709,mean_absolute_error,8.96953746584848
tdcommons/vdss-lombardo,42,spearmanr,0.19291147087667862
tdcommons/vdss-lombardo,117,spearmanr,0.2685912830898923
tdcommons/vdss-lombardo,709,spearmanr,0.15898806341148594
