task,model,metric,mean,std,n_seeds,source,leak_flag
tdcommons/cyp3a4-substrate-carbonmangels,fastprop,roc_auc,0.6042272,0.011094673972677148,5,reference,
tdcommons/cyp3a4-substrate-carbonmangels,minimol,roc_auc,0.6639242,0.018121950142299805,5,reference,
tdcommons/pgp-broccatelli,CheMeleon,roc_auc,0.9268862,0.009414744848374809,5,reference,
tdcommons/pgp-broccatelli,Chemprop,roc_auc,0.8872434,0.013323312615111873,5,reference,
tdcommons/pgp-broccatelli,Chemprop_Mordred,roc_auc,0.906718,0.014378146542583292,5,reference,
tdcommons/pgp-broccatelli,MLP_PLR_Pretrained,roc_auc,0.9160226,0.01857339616332996,5,reference,
tdcommons/pgp-broccatelli,MoLFormer,roc_auc,0.913143,0.01052897326428365,5,reference,
tdcommons/pgp-broccatelli,MolCLR,roc_auc,0.8470542,0.008234997374620119,5,reference,
tdcommons/pgp-broccatelli,PCA_MLP,roc_auc,0.9188218,0.004950580790169987,5,reference,
tdcommons/pgp-broccatelli,PCA_MLP_Prefitted,roc_auc,0.9145426,0.006739471925900429,5,reference,
tdcommons/pgp-broccatelli,RF,roc_auc,0.9247336,0.002835785224589479,5,reference,
tdcommons/pgp-broccatelli,RF_Mordred,roc_auc,0.8932484,0.003918765448454403,5,reference,
tdcommons/pgp-broccatelli,RF_Morgan,roc_auc,0.9153626,0.005733118823118865,5,reference,
tdcommons/pgp-broccatelli,RF_Morgan_Physchem,roc_auc,0.9150828,0.001739533086779356,5,reference,
tdcommons/pgp-broccatelli,fastprop,roc_auc,0.9215144000000001,0.0043661748292985435,5,reference,
tdcommons/pgp-broccatelli,minimol,roc_auc,0.9416022000000001,0.002969518708477883,5,reference,
tdcommons/caco2-wang,CheMeleon,mean_absolute_error,0.3755428,0.030151472464209766,5,reference,
tdcommons/caco2-wang,Chemprop,mean_absolute_error,0.37188720000000003,0.023570534880651296,5,reference,
tdcommons/caco2-wang,Chemprop_Mordred,mean_absolute_error,0.3397792,0.05247820069095357,5,reference,
tdcommons/caco2-wang,MLP_PLR_Pretrained,mean_absolute_error,0.2823652,0.00623039675783172,5,reference,
tdcommons/caco2-wang,MoLFormer,mean_absolute_error,0.4266232,0.07722573810692908,5,reference,
tdcommons/caco2-wang,MolCLR,mean_absolute_error,0.443269,0.006313939720966609,5,reference,
tdcommons/caco2-wang,PCA_MLP,mean_absolute_error,0.289812,0.01749471092644859,5,reference,
tdcommons/caco2-wang,PCA_MLP_Prefitted,mean_absolute_error,0.3022972,0.009244192737064711,5,reference,
tdcommons/caco2-wang,RF,mean_absolute_error,0.31964339999999997,0.002836843287881804,5,reference,
tdcommons/caco2-wang,RF_Mordred,mean_absolute_error,0.316266,0.007666665507246279,5,reference,
tdcommons/caco2-wang,RF_Morgan,mean_absolute_error,0.4146484,0.013521137623735658,5,reference,
tdcommons/caco2-wang,RF_Morgan_Physchem,mean_absolute_error,0.290688,0.003105066955799828,5,reference,
tdcommons/caco2-wang,fastprop,mean_absolute_error,0.2899296,0.013790441379448291,5,reference,
tdcommons/caco2-wang,minimol,mean_absolute_error,0.32494039999999996,0.03343500806400381,5,reference,
tdcommons/herg,CheMeleon,roc_auc,0.8670692,0.010643701487734409,5,reference,
tdcommons/herg,Chemprop,roc_auc,0.6967306,0.010405233156445839,5,reference,
tdcommons/herg,Chemprop_Mordred,roc_auc,0.8273344,0.005414831764699627,5,reference,
tdcommons/herg,MLP_PLR_Pretrained,roc_auc,0.8466864,0.013190016263826206,5,reference,
tdcommons/herg,MoLFormer,roc_auc,0.7720766,0.009718359873970482,5,reference,
tdcommons/herg,MolCLR,roc_auc,0.6708394,0.01931575697300004,5,reference,
tdcommons/herg,PCA_MLP,roc_auc,0.8405598,0.012128293324289307,5,reference,
tdcommons/herg,PCA_MLP_Prefitted,roc_auc,0.8409132,0.008947022619843996,5,reference,
tdcommons/herg,RF,roc_auc,0.8518998,0.005223927541610815,5,reference,
tdcommons/herg,RF_Mordred,roc_auc,0.7987334,0.011501304301686815,5,reference,
tdcommons/herg,RF_Morgan,roc_auc,0.7894846,0.0070632707890891724,5,reference,
tdcommons/herg,RF_Morgan_Physchem,roc_auc,0.8546098,0.004154222160645699,5,reference,
tdcommons/herg,fastprop,roc_auc,0.8351398,0.009800272841099909,5,reference,
tdcommons/herg,minimol,roc_auc,0.819352,0.017168331124486142,5,reference,
tdcommons/bbb-martins,CheMeleon,roc_auc,0.8859286000000001,0.013093235758971119,5,reference,
tdcommons/bbb-martins,Chemprop,roc_auc,0.8638134,0.028980011253275935,5,reference,
tdcommons/bbb-martins,Chemprop_Mordred,roc_auc,0.9222718,0.005014321784648461,5,reference,
tdcommons/bbb-martins,MLP_PLR_Pretrained,roc_auc,0.9113196,0.00803320014938009,5,reference,
tdcommons/bbb-martins,MoLFormer,roc_auc,0.8831848,0.014081041941561035,5,reference,
tdcommons/bbb-martins,MolCLR,roc_auc,0.8537522,0.006531369393932628,5,reference,
tdcommons/bbb-martins,PCA_MLP,roc_auc,0.9033226,0.008894327194341316,5,reference,
tdcommons/bbb-martins,PCA_MLP_Prefitted,roc_auc,0.907446,0.00982713594085275,5,reference,
tdcommons/bbb-martins,RF,roc_auc,0.9132582,0.0045687396248855995,5,reference,
tdcommons/bbb-martins,RF_Mordred,roc_auc,0.8770482,0.0031699357343643432,5,reference,
tdcommons/bbb-martins,RF_Morgan,roc_auc,0.8671318,0.005797652055789469,5,reference,
tdcommons/bbb-martins,RF_Morgan_Physchem,roc_auc,0.9126562,0.0024750416885377996,5,reference,
tdcommons/bbb-martins,fastprop,roc_auc,0.9133522000000001,0.006275704690311696,5,reference,
tdcommons/bbb-martins,minimol,roc_auc,0.9089314000000001,0.007800181167126814,5,reference,
tdcommons/ames,CheMeleon,roc_auc,0.8471232,0.004992936747045754,5,reference,
tdcommons/ames,Chemprop,roc_auc,0.835834,0.0073439918300608285,5,reference,
tdcommons/ames,Chemprop_Mordred,roc_auc,0.8328344,0.00830992704179764,5,reference,
tdcommons/ames,MLP_PLR_Pretrained,roc_auc,0.8432341999999999,0.003287979403828423,5,reference,
tdcommons/ames,MoLFormer,roc_auc,0.7346622,0.1487268318850368,5,reference,
tdcommons/ames,MolCLR,roc_auc,0.8000120000000001,0.003453401221983939,5,reference,
tdcommons/ames,PCA_MLP,roc_auc,0.8470676,0.005202791696772021,5,reference,
tdcommons/ames,PCA_MLP_Prefitted,roc_auc,0.8474847999999999,0.004383590190699861,5,reference,
tdcommons/ames,RF,roc_auc,0.8498472,0.00199384105685483,5,reference,
tdcommons/ames,RF_Mordred,roc_auc,0.84865,0.0037212913350072284,5,reference,
tdcommons/ames,RF_Morgan,roc_auc,0.8401436,0.002673165958185169,5,reference,
tdcommons/ames,RF_Morgan_Physchem,roc_auc,0.8518762,0.0012779108576109666,5,reference,
tdcommons/ames,fastprop,roc_auc,0.8461306,0.003345975588673656,5,reference,
tdcommons/ames,minimol,roc_auc,0.8526438000000001,0.0033171527791164665,5,reference,
tdcommons/ld50-zhu,CheMeleon,mean_absolute_error,0.5268892000000001,0.011243895097340596,5,reference,
tdcommons/ld50-zhu,Chemprop,mean_absolute_error,0.597817,0.019640284977565883,5,reference,
tdcommons/ld50-zhu,Chemprop_Mordred,mean_absolute_error,0.6488392000000001,0.011289306185944287,5,reference,
tdcommons/ld50-zhu,MLP_PLR_Pretrained,mean_absolute_error,0.6310854,0.017994538366960137,5,reference,
tdcommons/ld50-zhu,MoLFormer,mean_absolute_error,0.6627846,0.06469647692293606,5,reference,
tdcommons/ld50-zhu,MolCLR,mean_absolute_error,0.6957724,0.01175900018879156,5,reference,
tdcommons/ld50-zhu,PCA_MLP,mean_absolute_error,0.6283222,0.008324439810581827,5,reference,
tdcommons/ld50-zhu,PCA_MLP_Prefitted,mean_absolute_error,0.6384112,0.01342340203376179,5,reference,
tdcommons/ld50-zhu,RF,mean_absolute_error,0.6356872,0.0010849489204566188,5,reference,
tdcommons/ld50-zhu,RF_Mordred,mean_absolute_error,0.6340178,0.004027553619754821,5,reference,
tdcommons/ld50-zhu,RF_Morgan,mean_absolute_error,0.629418,0.006235955291693463,5,reference,
tdcommons/ld50-zhu,RF_Morgan_Physchem,mean_absolute_error,0.6156098,0.0013779017962104471,5,reference,
tdcommons/ld50-zhu,fastprop,mean_absolute_error,0.6344178,0.013774794857274652,5,reference,
tdcommons/ld50-zhu,minimol,mean_absolute_error,0.60486,0.011878199257463253,5,reference,
